Name,Material,Asc2,Asc3,Asc4,AscMax,Skl2,Skl3,Skl4,Skl5,Skl6,Skl7,Skl8,Skl9,Skl10
Assassin of the Nightless City,Assassin Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Assassin of the Nightless City,Deadly Poisonous Needle,0,15,0,0,0,0,0,0,0,30,60,0,0
Assassin of the Nightless City,Assassin Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Assassin of the Nightless City,Fool's Chain,0,0,24,0,0,0,0,36,72,0,0,0,0
Assassin of the Nightless City,Black Beast Grease,0,0,3,5,0,0,0,0,0,0,0,0,0
Assassin of the Nightless City,Cursed Beast Gallstone,0,0,0,4,0,0,0,0,0,0,0,0,0
Assassin of the Nightless City,Gem of Assassin,0,0,0,0,12,30,0,0,0,0,0,0,0
Assassin of the Nightless City,Magic Gem of Assassin,0,0,0,0,0,0,12,30,0,0,0,0,0
Assassin of the Nightless City,Secret Gem of Assassin,0,0,0,0,0,0,0,0,12,30,0,0,0
Assassin of the Nightless City,Mysterious Divine Wine,0,0,0,0,0,0,0,0,0,0,6,18,0
Assassin of the Nightless City,Mystic Spinal Fluid,0,0,0,0,0,0,0,0,0,0,0,180,0
Assassin of the Nightless City,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Caster of Midrash,Caster Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Caster of Midrash,Phoenix Feather,0,5,0,0,0,0,0,0,0,12,21,0,0
Caster of Midrash,Caster Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Caster of Midrash,Stake of Wailing Night,0,0,24,0,0,0,0,36,72,0,0,0,0
Caster of Midrash,Serpent Jewel,0,0,4,7,0,0,0,0,0,0,0,0,0
Caster of Midrash,Lamp of Evil-Sealing,0,0,0,6,0,0,0,0,0,0,0,0,0
Caster of Midrash,Gem of Caster,0,0,0,0,12,30,0,0,0,0,0,0,0
Caster of Midrash,Magic Gem of Caster,0,0,0,0,0,0,12,30,0,0,0,0,0
Caster of Midrash,Secret Gem of Caster,0,0,0,0,0,0,0,0,12,30,0,0,0
Caster of Midrash,Fool's Chain,0,0,0,0,0,0,0,0,0,0,45,135,0
Caster of Midrash,Scarab of Wisdom,0,0,0,0,0,0,0,0,0,0,0,24,0
Caster of Midrash,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
First Hassan,Assassin Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
First Hassan,Evil Bone,0,22,0,0,0,0,0,0,0,45,87,0,0
First Hassan,Assassin Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
First Hassan,Fool's Chain,0,0,29,0,0,0,0,45,87,0,0,0,0
First Hassan,Cursed Beast Gallstone,0,0,2,4,0,0,0,0,0,0,0,0,0
First Hassan,Void's Dust,0,0,0,24,0,0,0,0,0,0,0,0,0
First Hassan,Gem of Assassin,0,0,0,0,15,36,0,0,0,0,0,0,0
First Hassan,Magic Gem of Assassin,0,0,0,0,0,0,15,36,0,0,0,0,0
First Hassan,Secret Gem of Assassin,0,0,0,0,0,0,0,0,15,36,0,0,0
First Hassan,Deadly Poisonous Needle,0,0,0,0,0,0,0,0,0,0,45,132,0
First Hassan,Ghost Lantern,0,0,0,0,0,0,0,0,0,0,0,72,0
First Hassan,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Elisabeth Bathory (Brave),Dragon Orb,1,1,1,1,0,0,0,0,0,0,0,0,0
Elisabeth Bathory (Brave),Gem of Saber,0,0,0,0,12,30,0,0,0,0,0,0,0
Elisabeth Bathory (Brave),Magic Gem of Saber,0,0,0,0,0,0,12,30,0,0,0,0,0
Elisabeth Bathory (Brave),Proof of Hero,0,0,0,0,0,0,0,36,72,0,0,0,0
Elisabeth Bathory (Brave),Secret Gem of Saber,0,0,0,0,0,0,0,0,12,30,0,0,0
Elisabeth Bathory (Brave),Dragon Fang,0,0,0,0,0,0,0,0,0,30,60,0,0
Elisabeth Bathory (Brave),Great Knight Medal,0,0,0,0,0,0,0,0,0,0,30,90,0
Elisabeth Bathory (Brave),Dragon's Reverse Scale,0,0,0,0,0,0,0,0,0,0,0,24,0
Elisabeth Bathory (Brave),Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Tristan,Archer Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Tristan,Great Knight Medal,0,12,0,0,0,0,0,0,0,24,48,0,0
Tristan,Archer Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Tristan,Phoenix Feather,0,0,7,0,0,0,0,12,21,0,0,0,0
Tristan,Forbidden Page,0,0,4,8,0,0,0,0,0,0,0,0,0
Tristan,Tearstone of Blood,0,0,0,6,0,0,0,0,0,0,0,0,0
Tristan,Gem of Archer,0,0,0,0,12,30,0,0,0,0,0,0,0
Tristan,Magic Gem of Archer,0,0,0,0,0,0,12,30,0,0,0,0,0
Tristan,Secret Gem of Archer,0,0,0,0,0,0,0,0,12,30,0,0,0
Tristan,Ghost Lantern,0,0,0,0,0,0,0,0,0,0,15,45,0
Tristan,Fool's Chain,0,0,0,0,0,0,0,0,0,0,0,180,0
Tristan,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Assassin of Paraiso,Assassin Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Assassin of Paraiso,Deadly Poisonous Needle,0,15,0,0,0,0,0,0,0,30,60,0,0
Assassin of Paraiso,Assassin Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Assassin of Paraiso,Refined Magatama,0,0,8,0,0,0,0,12,24,0,0,0,0
Assassin of Paraiso,Spirit Root,0,0,2,4,0,0,0,0,0,0,0,0,0
Assassin of Paraiso,Cursed Beast Gallstone,0,0,0,4,0,0,0,0,0,0,0,0,0
Assassin of Paraiso,Gem of Assassin,0,0,0,0,12,30,0,0,0,0,0,0,0
Assassin of Paraiso,Magic Gem of Assassin,0,0,0,0,0,0,12,30,0,0,0,0,0
Assassin of Paraiso,Secret Gem of Assassin,0,0,0,0,0,0,0,0,12,30,0,0,0
Assassin of Paraiso,Claw of Chaos,0,0,0,0,0,0,0,0,0,0,9,27,0
Assassin of Paraiso,Void's Dust,0,0,0,0,0,0,0,0,0,0,0,120,0
Assassin of Paraiso,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Caster of the Nightless City,Caster Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
Caster of the Nightless City,Phoenix Feather,0,6,0,0,0,0,0,0,0,12,24,0,0
Caster of the Nightless City,Caster Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
Caster of the Nightless City,Serpent Jewel,0,0,8,0,0,0,0,12,24,0,0,0,0
Caster of the Nightless City,Lamp of Evil-Sealing,0,0,3,6,0,0,0,0,0,0,0,0,0
Caster of the Nightless City,Mysterious Divine Wine,0,0,0,5,0,0,0,0,0,0,0,0,0
Caster of the Nightless City,Gem of Caster,0,0,0,0,15,36,0,0,0,0,0,0,0
Caster of the Nightless City,Magic Gem of Caster,0,0,0,0,0,0,15,36,0,0,0,0,0
Caster of the Nightless City,Secret Gem of Caster,0,0,0,0,0,0,0,0,15,36,0,0,0
Caster of the Nightless City,Shell of Reminiscence,0,0,0,0,0,0,0,0,0,0,18,54,0
Caster of the Nightless City,Scarab of Wisdom,0,0,0,0,0,0,0,0,0,0,0,30,0
Caster of the Nightless City,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Chloe von Einzbern,Heart Bracelet,1,1,1,1,0,0,0,0,0,0,0,0,0
Chloe von Einzbern,Gem of Archer,0,0,0,0,12,30,0,0,0,0,0,0,0
Chloe von Einzbern,Magic Gem of Archer,0,0,0,0,0,0,12,30,0,0,0,0,0
Chloe von Einzbern,Eternal Gear,0,0,0,0,0,0,0,12,24,0,0,0,0
Chloe von Einzbern,Secret Gem of Archer,0,0,0,0,0,0,0,0,12,30,0,0,0
Chloe von Einzbern,Homunculus Baby,0,0,0,0,0,0,0,0,0,12,24,0,0
Chloe von Einzbern,Tearstone of Blood,0,0,0,0,0,0,0,0,0,0,9,27,0
Chloe von Einzbern,Heart of the Foreign God,0,0,0,0,0,0,0,0,0,0,0,24,0
Chloe von Einzbern,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Nezha,Lancer Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Nezha,Eternal Gear,0,6,0,0,0,0,0,0,0,12,24,0,0
Nezha,Lancer Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Nezha,Homunculus Baby,0,0,8,0,0,0,0,12,24,0,0,0,0
Nezha,Claw of Chaos,0,0,3,5,0,0,0,0,0,0,0,0,0
Nezha,Warhorse's Young Horn,0,0,0,6,0,0,0,0,0,0,0,0,0
Nezha,Gem of Lancer,0,0,0,0,12,30,0,0,0,0,0,0,0
Nezha,Magic Gem of Lancer,0,0,0,0,0,0,12,30,0,0,0,0,0
Nezha,Secret Gem of Lancer,0,0,0,0,0,0,0,0,12,30,0,0,0
Nezha,Mystic Spinal Fluid,0,0,0,0,0,0,0,0,0,0,45,135,0
Nezha,Refined Magatama,0,0,0,0,0,0,0,0,0,0,0,60,0
Nezha,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Abigail Williams,Void's Dust,10,0,0,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Forbidden Page,10,0,0,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Serpent Jewel,0,10,0,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Claw of Chaos,0,10,0,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Black Beast Grease,0,0,10,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Tearstone of Blood,0,0,10,0,0,0,0,0,0,0,0,0,0
Abigail Williams,Stake of Wailing Night,0,0,0,10,0,0,0,0,0,0,0,0,0
Abigail Williams,Cursed Beast Gallstone,0,0,0,10,0,0,0,0,0,0,0,0,0
Abigail Williams,Seed of Yggdrasil,0,0,0,0,30,0,0,0,0,0,0,0,0
Abigail Williams,Fool's Chain,0,0,0,0,0,30,0,0,0,0,0,0,0
Abigail Williams,Mystic Spinal Fluid,0,0,0,0,0,0,36,0,0,0,0,0,0
Abigail Williams,Homunculus Baby,0,0,0,0,0,0,0,36,0,0,0,0,0
Abigail Williams,Phoenix Feather,0,0,0,0,0,0,0,0,36,0,0,0,0
Abigail Williams,Lamp of Evil-Sealing,0,0,0,0,0,0,0,0,0,45,0,0,0
Abigail Williams,Spirit Root,0,0,0,0,0,0,0,0,0,0,45,0,0
Abigail Williams,Heart of the Foreign God,0,0,0,0,0,0,0,0,0,0,0,45,0
Abigail Williams,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Archer of Inferno,Archer Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Archer of Inferno,Meteor Horseshoe,0,6,0,0,0,0,0,0,0,12,24,0,0
Archer of Inferno,Archer Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Archer of Inferno,Phoenix Feather,0,0,7,0,0,0,0,12,21,0,0,0,0
Archer of Inferno,Refined Magatama,0,0,4,8,0,0,0,0,0,0,0,0,0
Archer of Inferno,Black Beast Grease,0,0,0,6,0,0,0,0,0,0,0,0,0
Archer of Inferno,Gem of Archer,0,0,0,0,12,30,0,0,0,0,0,0,0
Archer of Inferno,Magic Gem of Archer,0,0,0,0,0,0,12,30,0,0,0,0,0
Archer of Inferno,Secret Gem of Archer,0,0,0,0,0,0,0,0,12,30,0,0,0
Archer of Inferno,Mysterious Divine Wine,0,0,0,0,0,0,0,0,0,0,6,18,0
Archer of Inferno,Tearstone of Blood,0,0,0,0,0,0,0,0,0,0,0,36,0
Archer of Inferno,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Antonio Salieri,Void's Dust,8,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Evil Bone,8,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Forbidden Page,0,8,0,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Eternal Gear,0,8,0,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Ghost Lantern,0,0,8,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Lamp of Evil-Sealing,0,0,8,0,0,0,0,0,0,0,0,0,0
Antonio Salieri,Heart of the Foreign God,0,0,0,8,0,0,0,0,0,0,0,0,0
Antonio Salieri,Tearstone of Blood,0,0,0,8,0,0,0,0,0,0,0,0,0
Antonio Salieri,Fool's Chain,0,0,0,0,24,0,0,0,0,0,0,0,0
Antonio Salieri,Deadly Poisonous Needle,0,0,0,0,0,24,0,0,0,0,0,0,0
Antonio Salieri,Mystic Spinal Fluid,0,0,0,0,0,0,30,0,0,0,0,0,0
Antonio Salieri,Phoenix Feather,0,0,0,0,0,0,0,30,0,0,0,0,0
Antonio Salieri,Stake of Wailing Night,0,0,0,0,0,0,0,0,30,0,0,0,0
Antonio Salieri,Mystic Gunpowder,0,0,0,0,0,0,0,0,0,36,0,0,0
Antonio Salieri,Eternal Ice,0,0,0,0,0,0,0,0,0,0,36,0,0
Antonio Salieri,Scarab of Wisdom,0,0,0,0,0,0,0,0,0,0,0,36,0
Antonio Salieri,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Okada Izo,Assassin Piece,4,8,0,0,0,0,0,0,0,0,0,0,0
Okada Izo,Evil Bone,0,15,0,0,0,0,0,0,0,30,60,0,0
Okada Izo,Assassin Monument,0,0,4,8,0,0,0,0,0,0,0,0,0
Okada Izo,Refined Magatama,0,0,7,0,0,0,0,12,21,0,0,0,0
Okada Izo,Fool's Chain,0,0,10,20,0,0,0,0,0,0,0,0,0
Okada Izo,Mysterious Divine Wine,0,0,0,4,0,0,0,0,0,0,0,0,0
Okada Izo,Gem of Assassin,0,0,0,0,12,24,0,0,0,0,0,0,0
Okada Izo,Magic Gem of Assassin,0,0,0,0,0,0,12,24,0,0,0,0,0
Okada Izo,Secret Gem of Assassin,0,0,0,0,0,0,0,0,12,24,0,0,0
Okada Izo,Stake of Wailing Night,0,0,0,0,0,0,0,0,0,0,36,108,0
Okada Izo,Tearstone of Blood,0,0,0,0,0,0,0,0,0,0,0,30,0
Okada Izo,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Okita Souji (Alter),Saber Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
Okita Souji (Alter),Assassin Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
Okita Souji (Alter),Saber Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
Okita Souji (Alter),Assassin Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
Okita Souji (Alter),Gem of Saber,0,0,0,0,15,36,0,0,0,0,0,0,0
Okita Souji (Alter),Gem of Assassin,0,0,0,0,15,36,0,0,0,0,0,0,0
Okita Souji (Alter),Magic Gem of Saber,0,0,0,0,0,0,15,36,0,0,0,0,0
Okita Souji (Alter),Magic Gem of Assassin,0,0,0,0,0,0,15,36,0,0,0,0,0
Okita Souji (Alter),Secret Gem of Saber,0,0,0,0,0,0,0,0,15,36,0,0,0
Okita Souji (Alter),Secret Gem of Assassin,0,0,0,0,0,0,0,0,15,36,0,0,0
Okita Souji (Alter),Octuplet Crystals,0,0,0,0,0,0,0,0,0,0,24,0,0
Okita Souji (Alter),Eternal Ice,0,0,0,0,0,0,0,0,0,0,24,0,0
Okita Souji (Alter),Cursed Beast Gallstone,0,0,0,0,0,0,0,0,0,0,0,27,0
Okita Souji (Alter),Mysterious Divine Wine,0,0,0,0,0,0,0,0,0,0,0,27,0
Okita Souji (Alter),Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Sieg,Leaf of Remembrance,1,1,1,1,0,0,0,0,0,0,0,0,0
Sieg,Gem of Caster,0,0,0,0,12,30,0,0,0,0,0,0,0
Sieg,Magic Gem of Caster,0,0,0,0,0,0,12,30,0,0,0,0,0
Sieg,Dragon Fang,0,0,0,0,0,0,0,30,60,0,0,0,0
Sieg,Secret Gem of Caster,0,0,0,0,0,0,0,0,12,30,0,0,0
Sieg,Great Knight Medal,0,0,0,0,0,0,0,0,0,24,48,0,0
Sieg,Heart of the Foreign God,0,0,0,0,0,0,0,0,0,0,6,18,0
Sieg,Dragon's Reverse Scale,0,0,0,0,0,0,0,0,0,0,0,24,0
Sieg,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Chiron,Archer Piece,4,10,0,0,0,0,0,0,0,0,0,0,0
Chiron,Meteor Horseshoe,0,6,0,0,0,0,0,0,0,12,24,0,0
Chiron,Archer Monument,0,0,4,10,0,0,0,0,0,0,0,0,0
Chiron,Forbidden Page,0,0,8,0,0,0,0,12,24,0,0,0,0
Chiron,Spirit Root,0,0,2,4,0,0,0,0,0,0,0,0,0
Chiron,Scarab of Wisdom,0,0,0,4,0,0,0,0,0,0,0,0,0
Chiron,Gem of Archer,0,0,0,0,12,30,0,0,0,0,0,0,0
Chiron,Magic Gem of Archer,0,0,0,0,0,0,12,30,0,0,0,0,0
Chiron,Secret Gem of Archer,0,0,0,0,0,0,0,0,12,30,0,0,0
Chiron,Serpent Jewel,0,0,0,0,0,0,0,0,0,0,12,36,0
Chiron,Deadly Poisonous Needle,0,0,0,0,0,0,0,0,0,0,0,144,0
Chiron,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Achilles,Rider Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
Achilles,Proof of Hero,0,22,0,0,0,0,0,0,0,45,87,0,0
Achilles,Rider Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
Achilles,Eternal Gear,0,0,10,0,0,0,0,15,30,0,0,0,0
Achilles,Warhorse's Young Horn,0,0,3,6,0,0,0,0,0,0,0,0,0
Achilles,Phoenix Feather,0,0,0,10,0,0,0,0,0,0,0,0,0
Achilles,Gem of Rider,0,0,0,0,15,36,0,0,0,0,0,0,0
Achilles,Magic Gem of Rider,0,0,0,0,0,0,15,36,0,0,0,0,0
Achilles,Secret Gem of Rider,0,0,0,0,0,0,0,0,15,36,0,0,0
Achilles,Meteor Horseshoe,0,0,0,0,0,0,0,0,0,0,18,54,0
Achilles,Heart of the Foreign God,0,0,0,0,0,0,0,0,0,0,0,30,0
Achilles,Crystallized Lore,0,0,0,0,0,0,0,0,0,0,0,0,3
Ivan the Terrible,Rider Piece,5,12,0,0,0,0,0,0,0,0,0,0,0
Ivan the Terrible,Evil Bone,0,22,0,0,0,0,0,0,0,45,87,0,0
Ivan the Terrible,Rider Monument,0,0,5,12,0,0,0,0,0,0,0,0,0
Ivan the Terrible,Meteor Horseshoe,0,0,10,0,0,0,0,15,30,0,0,0,0
Ivan the Terrible,Primordial Lanugo,0,0,3,6,0,0,0,0,0,0,0,0,0
Ivan the Terrible,Cursed Beast Gallstone,0,0,0,5,0,0,0,0,0,0,0,0,0
Ivan the Terrible,Gem of Rider,0,0,0,0,15,36,0,0,0,0,0,0,0
Ivan the Terrible,Magic Gem of Rider,0,0,0,0,0,0,15,36,0,0,0,0,0
Ivan the Terrible,Secret Gem of Rider,0,0,0,0,0,0,0,0,15,36,0,0,0
Ivan the Terrible,Deadly Poisonous Needle,0,0,0,0,0,0,0,0,0,0,45,132,0
